Immoweb code,Locality,Type of Property,Subtype of property,Price,Type of sale,No_of_rooms,area,Kitchen type,Furnished ,Fireplace ,Terrace,Garden,Facades,Swimming pool,Building condition
8953129,2630,House,House,"€319,000",for sale,3,0,USA hyper equipped,0,0,0,0,2,0,0
8878869,6850,House,House,"€199,000",for sale,4,184,Installed,0,0,0,0,4,0,Good
8953120,6200,House,House,"€149,000",for sale,2,0,0,0,0,0,0,0,0,0
8953116,6690,House,House,"€335,000",for sale,5,227,Semi equipped,0,0,0,0,0,0,Just renovated
8953098,3270,House,House,"€260,000",for sale,3,170,Hyper equipped,0,0,Yes,Yes,2,0,As new
8953092,7190,House,House,"€160,000",for sale,3,0,Installed,0,0,0,0,0,0,Good
8953091,7850,House,House,"€260,000",for sale,3,129,Installed,0,0,0,0,0,0,Good
8953089,6760,House,House,"€170,000",for sale,3,0,Installed,0,0,15,Yes,0,0,Good
8937009,2627,House,House,"€780,000",for sale,3,240,0,0,0,0,0,0,0,0
8953082,3850,House,House,"€149,000",for sale,3,160,0,0,0,0,0,3,0,To be done up
8953077,9100,House,House,"€275,000",for sale,4,143,Installed,0,0,0,0,0,0,Good
8953076,9000,House,House,"€509,000",for sale,5,210,0,0,0,0,150,0,0,Good
8953072,8870,House,House,"€247,500",for sale,3,213,Installed,0,0,0,0,0,0,Good
8953071,8870,House,House,"€247,500",for sale,3,184,Installed,0,0,0,Yes,2,0,Good
8953070,9040,House,House,"€325,000",for sale,2,96,Installed,0,0,0,0,0,0,Good
8953064,8820,House,House,"€280,000 + €1,500/month",for sale,3,145,Installed,0,0,0,Yes,0,0,To be done up
8953063,8200,House,House,"€299,000",for sale,3,136,0,0,0,0,0,0,0,Good
8953062,8020,House,House,"€299,000",for sale,3,136,0,0,0,0,0,0,0,Good
8953052,2940,House,House,"€499,000",for sale,4,305,Installed,0,0,0,187,0,0,Good
8953048,9120,House,House,"€369,000",for sale,3,0,Installed,0,0,0,0,0,0,Good
8953046,1651,House,House,"€285,000",for sale,1,0,0,0,0,0,Yes,3,0,0
8953040,9850,House,House,"€272,118",for sale,3,165,0,0,0,0,0,0,0,0
8953038,8480,House,House,"€410,000",for sale,3,280,Installed,0,0,0,0,4,0,Good
8953036,2400,House,House,"Reserve price : €120,000",for sale,3,0,0,0,0,0,0,0,0,0
8953031,9700,House,House,"€185,000",for sale,3,143,Semi equipped,0,0,0,0,0,0,To renovate
8953023,3210,House,House,"€293,000",for sale,2,134,USA hyper equipped,0,0,0,0,2,0,Good
8250310,4020,House,House,"€98,000",for sale,4,111,Semi equipped,0,0,0,0,0,0,Just renovated
8953009,3370,House,House,"€349,000",for sale,3,105,Installed,0,0,0,0,3,0,Good
8953004,6460,House,House,"€185,000",for sale,5,0,0,0,0,0,0,0,0,0
8953003,7021,House,House,"Reserve price : €40,000",for sale,2,0,Installed,0,0,0,0,3,0,0
8952993,8000,House,House,"€285,000",for sale,2,61,Hyper equipped,0,0,7,0,0,0,0
8952983,6030,House,House,"Reserve price : €25,000",for sale,2,0,0,0,0,0,0,0,0,0
8849191,4420,House,House,"€185,000",for sale,2,123,Hyper equipped,0,0,12,62,0,0,Good
8770019,6470,House,House,"€135,000",for sale,4,140,Installed,0,0,0,17,0,0,0
8952979,6440,House,House,"€170,000",for sale,3,158,Not installed,0,0,0,Yes,4,0,0
8952978,6440,House,House,"€170,000",for sale,3,158,Installed,0,0,0,Yes,4,0,0
8952975,1400,House,House,"€175,000",for sale,2,100,Semi equipped,0,0,0,0,0,0,Good
8952944,1502,House,House,"€429,000",for sale,6,220,Hyper equipped,0,0,0,0,4,0,0
8952942,2400,House,House,"€285,000",for sale,4,245,Installed,0,0,0,0,4,0,Good
8952938,5000,House,House,"€299,000",for sale,2,0,0,0,0,0,0,0,0,0
8952933,4830,House,House,"€175,000",for sale,3,0,0,0,0,0,0,0,0,Good
8952925,6890,House,House,"€349,000",for sale,5,0,0,0,0,0,0,4,0,0
8952919,2100,House,House,"€262,000",for sale,2,105,Hyper equipped,0,0,0,0,2,0,As new
8952914,7700,House,House,"€85,000",for sale,2,0,Installed,0,0,0,0,0,0,To renovate
8823318,7538,House,House,"€155,000",for sale,4,0,Installed,0,0,0,0,0,0,Good
8952912,4130,House,House,"€130,000",for sale,3,159,0,0,0,0,0,0,0,Good
8952911,7140,House,House,"€220,000",for sale,6,500,Installed,0,0,0,0,0,0,0
8952906,1745,House,House,"€425,000",for sale,4,0,0,0,0,0,0,2,0,0
8952904,4600,House,House,"€360,000",for sale,4,157,0,0,0,0,0,3,0,As new
8830685,7604,House,House,"€115,000",for sale,2,145,0,0,0,0,0,0,0,0
8952891,7012,House,House,"Reserve price : €10,000",for sale,2,101,0,0,0,0,0,2,0,To renovate
8952890,8520,House,House,"€497,500",for sale,5,235,Hyper equipped,0,0,0,200,4,0,As new
8952889,3300,House,House,"€199,000",for sale,2,148,Installed,0,0,0,150,0,0,To renovate
8952887,4040,House,House,"€75,000",for sale,3,251,Installed,0,0,0,0,2,0,0
8952884,4720,House,House,"€265,000",for sale,3,0,0,0,0,0,0,2,0,As new
8952874,7170,House,House,"€115,000",for sale,3,120,Installed,0,0,0,0,0,0,0
8952855,2960,House,House,"€278,000",for sale,2,110,Installed,0,0,0,Yes,0,0,As new
8952866,7350,House,House,"€210,000",for sale,3,0,Installed,0,0,0,0,4,0,Good
8952865,5600,House,House,"€90,000",for sale,3,0,Installed,0,0,0,0,0,0,To be done up
8952863,7700,House,House,"€89,000",for sale,3,136,0,0,0,0,0,0,0,To renovate
8952859,1070,House,House,"€299,000",for sale,3,167,Installed,0,0,0,Yes,0,0,0
8952853,9520,House,House,"€229,000",for sale,3,138,0,0,0,0,Yes,4,0,To renovate
8952852,4700,House,House,"€249,000",for sale,1,50,0,0,0,0,0,2,0,Good
8952851,2930,House,House,"€425,000",for sale,3,176,Installed,0,0,Yes,Yes,0,0,0
8902281,7911,House,House,"€190,000",for sale,3,150,Semi equipped,0,0,0,0,0,0,Good
8952833,5170,House,House,"€249,000",for sale,3,100,Hyper equipped,0,0,20,Yes,4,0,As new
8952808,9830,House,House,"€499,000",for sale,3,190,Installed,0,0,Yes,Yes,0,0,Just renovated
8952825,8540,House,House,"Reserve price : €29,000",for sale,1,0,0,0,0,0,0,0,0,0
8952821,8300,House,House,"€315,000",for sale,2,95,USA installed,0,0,0,30,0,0,To be done up
8952816,1560,House,House,"€369,000",for sale,4,152,Semi equipped,0,0,0,400,4,0,To be done up
8891714,3090,House,House,"€533,000",for sale,1,160,Hyper equipped,0,0,0,0,4,0,As new
8952815,3090,House,House,"€300,000",for sale,3,0,0,0,0,0,0,0,0,0
8952810,2323,House,House,"€389,000",for sale,3,231,0,0,0,0,0,3,0,As new
8952805,1020,House,House,"€539,000",for sale,4,282,0,0,0,0,0,2,0,As new
8952800,3800,House,House,"€275,000",for sale,4,225,Hyper equipped,0,0,0,0,4,0,As new
8952799,9870,House,House,"€389,940",for sale,3,0,Hyper equipped,0,0,0,Yes,0,0,As new
8952793,1083,House,House,"€335,000",for sale,3,120,USA installed,0,0,0,150,0,0,Good
8628151,1325,House,House,"€589,200",for sale,5,268,0,0,0,0,Yes,4,0,As new
8952789,1853,House,House,"€539,000",for sale,4,282,0,0,0,0,0,2,0,As new
8952769,2600,House,House,"€450,000",for sale,4,228,0,0,0,0,0,0,0,Good
8952765,4560,House,House,"€290,000",for sale,4,220,Hyper equipped,0,0,0,0,4,0,Good
8841116,8000,House,House,"€260,000",for sale,5,0,Installed,0,0,0,0,0,0,To be done up
8952766,2222,House,House,"Reserve price : €95,000",for sale,3,0,0,0,0,0,0,0,0,0
8952753,5300,House,House,"€149,000",for sale,2,100,0,0,0,0,Yes,2,0,To renovate
8952752,5300,House,House,"€189,000",for sale,3,95,0,0,0,0,Yes,4,0,Good
8952748,6900,House,House,"€109,000",for sale,2,120,Installed,0,0,30,0,0,0,Good
8952747,6600,House,House,"€195,000",for sale,4,0,Not installed,0,0,0,Yes,2,0,0
8952743,5620,House,House,"Reserve price : €45,000",for sale,3,0,0,0,0,0,0,0,0,0
8824606,1200,House,House,"€735,000",for sale,4,250,Not installed,0,0,0,Yes,0,0,To renovate
8952738,5340,House,House,"€470,000",for sale,4,170,Installed,0,0,Yes,Yes,0,0,As new
8771411,4100,House,House,"€129,000",for sale,2,70,Semi equipped,0,0,0,0,0,0,Good
8952732,7800,House,House,"€198,000",for sale,3,112,Installed,0,0,0,0,0,0,Just renovated
8947153,2530,House,House,"€260,000",for sale,4,130,Installed,0,0,0,16,3,0,To be done up
8952714,8510,House,House,"Reserve price : €295,000",for sale,3,0,Installed,0,0,0,0,4,0,0
8455936,7700,House,House,"€189,000",for sale,3,0,Installed,0,0,0,Yes,3,0,Good
8952709,8501,House,House,"€318,000",for sale,3,0,0,0,0,0,0,2,0,Good
8946872,6250,House,House,"€160,486",for sale,3,0,0,0,0,0,0,0,0,0
8952699,6700,House,House,"€495,000",for sale,4,205,0,0,0,0,0,4,0,To be done up
8952698,3270,House,House,"Reserve price : €100,000",for sale,1,0,0,0,0,0,0,0,0,0
8952695,9600,House,House,"Reserve price : €60,000",for sale,2,0,0,0,0,0,0,0,0,0
8952681,6880,House,House,"€165,000",for sale,3,162,0,0,0,0,0,3,0,As new
8952667,5575,House,House,"€250,000",for sale,3,250,Installed,0,0,0,1000,3,0,Good
8952642,7340,House,House,"€70,000",for sale,3,0,0,0,0,0,0,3,0,To restore
8952639,4870,House,House,"€315,000",for sale,3,140,0,0,0,0,0,4,0,As new
8952628,3120,House,House,"€448,000",for sale,2,151,Hyper equipped,0,0,0,0,4,0,Good
8952627,4317,House,House,"€265,000",for sale,3,130,Installed,0,0,0,0,3,0,As new
8952626,4317,House,House,"€265,000",for sale,3,130,Installed,0,0,0,0,3,0,As new
8952625,4520,House,House,"€210,000",for sale,2,120,Installed,0,0,0,0,0,0,Just renovated
8952624,4317,House,House,"€265,000",for sale,3,130,Installed,0,0,0,0,3,0,As new
8942636,7520,House,House,"€149,000",for sale,2,95,Installed,0,0,0,0,0,0,Good
8952617,7300,House,House,"€200,000",for sale,5,220,0,0,0,0,20,0,0,As new
8952615,6001,House,House,"€159,000",for sale,4,0,0,0,0,0,0,0,0,Good
8952611,5570,House,House,"€160,000",for sale,3,0,0,0,0,0,0,0,0,Good
8734197,4000,House,House,"€135,000",for sale,5,126,Not installed,0,0,0,0,3,0,0
8952605,6030,House,House,"€249,000",for sale,4,180,USA hyper equipped,0,0,0,126,2,0,As new
8952604,9090,House,House,"€319,000",for sale,3,137,USA hyper equipped,0,0,0,173,0,0,As new
8952601,4950,House,House,"€350,000",for sale,4,0,Not installed,0,0,0,0,4,0,To renovate
8952598,4570,House,House,"€199,000",for sale,2,110,Installed,0,0,0,550,4,0,Good
8952593,5370,House,House,"€165,000",for sale,3,146,USA semi equipped,0,0,0,0,2,0,Just renovated
8952592,5370,House,House,"€165,000",for sale,3,146,USA semi equipped,0,0,0,0,2,0,Just renovated
8952589,4460,House,House,"€269,000",for sale,3,230,USA semi equipped,0,0,0,125,2,0,As new
8952585,9600,House,House,"€175,000",for sale,3,125,Installed,0,0,0,0,2,0,Good
8952584,9340,House,House,"€285,000",for sale,4,250,Hyper equipped,0,0,0,0,2,0,Good
8808504,6030,House,House,"€75,000",for sale,2,85,Not installed,0,0,0,0,0,0,To renovate
8952579,6769,House,House,"€269,000",for sale,3,202,Installed,0,0,0,0,3,0,Good
8952577,6600,House,House,"€310,000",for sale,3,246,Installed,0,0,0,2300,4,0,Good
8952548,1800,House,House,"€298,000",for sale,2,157,0,0,0,0,0,0,0,Good
8952546,1800,House,House,"€298,000",for sale,3,160,0,0,0,0,0,0,0,0
8952536,8750,House,House,"€305,000",for sale,3,144,Hyper equipped,0,0,0,0,3,0,0
8952535,8750,House,House,"€300,000",for sale,3,144,0,0,0,0,0,3,0,0
8952534,8750,House,House,"€300,000",for sale,3,144,0,0,0,0,0,3,0,0
8952533,8750,House,House,"€300,000",for sale,3,144,0,0,0,0,0,3,0,As new
8952532,8750,House,House,"€300,000",for sale,3,144,0,0,0,0,0,3,0,As new
8952531,8750,House,House,"€302,500",for sale,3,144,0,0,0,0,0,3,0,As new
8952530,7100,House,House,"€349,000",for sale,6,0,Installed,0,0,0,0,2,0,0
8952521,7600,House,House,"€165,000",for sale,2,118,0,0,0,0,200,3,0,Good
8747541,9500,House,House,"€299,500",for sale,3,163,Hyper equipped,0,0,0,300,4,0,Good
8952510,3670,House,House,"€290,000",for sale,5,350,0,0,0,0,0,4,0,0
8952509,4800,House,House,"€119,500",for sale,3,115,Semi equipped,0,0,0,0,2,0,To be done up
8952469,2400,House,House,"€275,000",for sale,3,0,0,0,0,0,0,0,0,0
8952468,9402,House,House,"€259,000",for sale,2,125,Installed,0,0,0,0,2,0,To be done up
8948230,9200,House,House,"€299,000",for sale,4,210,USA hyper equipped,0,0,0,30,2,0,As new
8952460,3870,House,House,"€120,000",for sale,3,144,0,0,0,0,0,2,0,To renovate
8952451,9340,House,House,"€249,000",for sale,3,150,Hyper equipped,0,0,0,0,3,0,As new
8914995,2060,House,House,"€299,000",for sale,3,134,0,0,0,0,0,0,0,Just renovated
8874520,2850,House,House,"€210,000",for sale,2,123,0,0,0,0,0,2,0,0
7822133,5537,House,House,"€210,000",for sale,4,240,0,0,0,0,0,0,0,To be done up
8952440,2382,House,House,"€347,000",for sale,3,175,0,0,0,0,0,4,0,0
8952439,1495,House,House,"€495,000",for sale,5,210,Installed,0,0,0,1247,3,0,As new
8952438,4870,House,House,"€174,000",for sale,3,110,Semi equipped,0,0,0,0,3,0,To be done up
8952437,9260,House,House,"€210,000",for sale,2,145,0,0,0,0,0,2,0,0
8952432,2260,House,House,"€505,000",for sale,4,210,Hyper equipped,0,0,0,0,4,0,As new
8952430,4000,House,House,"€163,000",for sale,2,100,Semi equipped,0,0,0,0,0,0,To be done up
8952419,2290,House,House,"€163,750",for sale,3,175,0,0,0,0,0,3,0,0
8952410,2440,House,House,"€449,000",for sale,4,204,Hyper equipped,0,0,0,0,4,0,Good
8952369,9190,House,House,"€289,000",for sale,2,120,Installed,0,0,0,0,0,0,Good
8952368,1745,House,House,"€269,000",for sale,2,175,Installed,0,0,0,296,2,0,To be done up
8952367,1360,House,House,"€315,000",for sale,3,150,Installed,0,0,0,Yes,4,0,Good
8952365,4100,House,House,"€160,000",for sale,4,110,Not installed,0,0,0,0,0,0,0
8952338,9900,House,House,"€268,000",for sale,3,140,0,0,0,0,0,2,0,Good
8952337,3720,House,House,"€365,000",for sale,2,160,Hyper equipped,0,0,0,0,0,0,Good
8952335,3590,House,House,"€285,000",for sale,3,161,0,0,0,0,0,0,0,Good
8952328,9600,House,House,"€205,000",for sale,3,160,0,0,0,0,0,0,0,0
8952312,1755,House,House,"€394,900",for sale,3,158,Hyper equipped,0,0,0,121,0,0,0
8952311,1755,House,House,"€394,900",for sale,3,158,Hyper equipped,0,0,0,121,0,0,0
8952310,1755,House,House,"€394,900",for sale,3,158,Hyper equipped,0,0,0,118,0,0,0
8952309,1755,House,House,"€394,900",for sale,3,158,Hyper equipped,0,0,0,121,0,0,0
8952308,1755,House,House,"€429,000",for sale,3,206,Hyper equipped,0,0,0,231,0,0,0
8952307,9160,House,House,"€149,000",for sale,3,120,0,0,0,0,0,0,0,0
8952305,9100,House,House,"€235,000",for sale,2,135,Hyper equipped,0,0,0,0,0,0,Just renovated
8952299,3473,House,House,"€345,000",for sale,3,217,0,0,0,0,530,0,0,0
8952298,3473,House,House,"€370,000",for sale,4,261,0,0,0,0,374,0,0,0
8952296,3350,House,House,"€120,000",for sale,3,110,0,0,0,0,0,0,0,To renovate
8952295,3300,House,House,"€319,000",for sale,3,152,0,0,0,0,0,0,0,Good
8952280,2018,House,House,"€695,000",for sale,4,242,Hyper equipped,0,0,0,0,0,0,As new
8952278,8600,House,House,"€345,000",for sale,3,168,0,0,0,0,0,0,0,Good
8952273,8210,House,House,"€199,000",for sale,2,93,0,0,0,0,0,0,0,0
8952271,8211,House,House,"€277,500",for sale,3,140,0,0,0,0,0,2,0,0
8952267,8930,House,House,"€189,000",for sale,2,140,0,0,0,0,0,0,0,Good
8952265,2400,House,House,"€229,000",for sale,3,101,0,0,0,0,0,2,0,To be done up
8952262,8792,House,House,"€195,000",for sale,3,155,0,0,0,0,0,3,0,To be done up
8952253,2960,House,House,"€228,000",for sale,3,130,0,0,0,0,0,0,0,To renovate
8952252,2300,House,House,"€240,000",for sale,3,150,0,0,0,0,0,0,0,To be done up
8952248,2280,House,House,"€258,000",for sale,3,200,0,0,0,0,0,0,0,0
8952246,2200,House,House,"€229,000",for sale,3,141,0,0,0,0,0,0,0,To be done up
8952243,1030,House,House,"€375,000",for sale,3,134,0,0,0,0,0,2,0,To be done up
8952228,8490,House,House,"€378,000",for sale,4,179,0,0,0,0,0,0,0,0
8952226,8490,House,House,"€363,000",for sale,3,132,0,0,0,0,0,0,0,0
8952225,9340,House,House,"€170,000",for sale,2,117,0,0,0,0,0,0,0,0
8938104,3800,House,House,"€267,351",for sale,3,162,Installed,0,0,0,80,2,0,0
8952211,8700,House,House,"€215,000",for sale,5,0,Installed,0,0,0,Yes,0,0,0
8952210,1600,House,House,"€295,000",for sale,3,130,Not installed,0,0,0,Yes,0,0,To be done up
8952208,9051,House,House,"€495,000",for sale,6,350,0,0,0,0,0,0,0,As new
8952207,3000,House,House,"€430,000",for sale,3,160,Installed,0,0,0,0,0,0,Good
8952206,1500,House,House,"€415,000",for sale,5,240,0,0,0,0,Yes,0,0,0
8952203,9200,House,House,"€249,000",for sale,4,195,Installed,0,0,0,65,0,0,To be done up
8952195,9900,House,House,"€249,000",for sale,3,241,Installed,0,0,0,Yes,0,0,As new
8952192,2660,House,House,"€399,000",for sale,5,242,Hyper equipped,0,0,0,53,3,0,Good
8952190,9600,House,House,"€195,000",for sale,2,157,Not installed,0,0,0,Yes,0,0,0
8952185,8540,House,House,"€325,000",for sale,3,0,Installed,0,0,0,0,0,0,0
8952184,8530,House,House,"€209,000",for sale,4,0,0,0,0,0,0,0,0,Good
8786925,9400,House,House,"€149,000",for sale,3,0,0,0,0,0,0,0,0,To renovate
8952183,9400,House,House,"€149,000",for sale,3,0,0,0,0,0,0,0,0,To renovate
8952182,9400,House,House,"€230,000",for sale,3,0,0,0,0,0,0,0,0,To renovate
8952181,8460,House,House,"€209,000",for sale,3,210,0,0,0,0,Yes,0,0,0
8952180,9400,House,House,"€230,000",for sale,3,0,0,0,0,0,0,0,0,To renovate
8952178,6140,House,House,"€85,900",for sale,2,0,Not installed,0,0,0,0,0,0,To renovate
8952177,6140,House,House,"€75,900",for sale,2,0,Not installed,0,0,0,0,2,0,To renovate
8905177,7300,House,House,"€129,000",for sale,2,0,Installed,0,0,0,0,0,0,Just renovated
8952175,2140,House,House,"€379,000",for sale,3,0,Installed,0,0,0,0,0,0,As new
8952163,9770,House,House,"€295,000",for sale,7,0,0,0,0,0,0,0,0,0
8952160,9600,House,House,"€205,000",for sale,4,180,0,0,0,0,Yes,0,0,0
8952134,3580,House,House,"€329,000",for sale,4,195,Installed,0,0,0,0,3,0,0
8952133,3550,House,House,"€247,500",for sale,3,221,Installed,0,0,0,Yes,3,0,0
8952132,3550,House,House,"€299,000",for sale,3,175,0,0,0,0,0,3,0,Good
8952130,2800,House,House,"€345,000",for sale,3,176,Installed,0,0,0,Yes,2,0,Good
8952129,9050,House,House,"€315,000",for sale,4,112,Installed,0,0,0,Yes,0,0,As new
8952126,7011,House,House,"€199,000",for sale,3,0,Not installed,0,0,0,0,0,0,0
8952121,8510,House,House,"€289,000",for sale,3,184,0,0,0,0,Yes,0,0,0
8952119,9000,House,House,"€359,000",for sale,3,220,0,0,0,0,Yes,0,0,To renovate
8952118,9660,House,House,"€630,000",for sale,4,610,Installed,0,0,0,Yes,0,0,0
8952117,1080,House,House,"€330,000",for sale,6,240,Semi equipped,0,0,0,0,0,0,To be done up
8952112,2930,House,House,"€349,000",for sale,3,136,0,0,0,0,Yes,0,0,Just renovated
8952100,9940,House,House,"€317,000",for sale,3,150,Hyper equipped,0,0,0,Yes,0,0,0
8952081,1770,House,House,"€209,000",for sale,2,0,Semi equipped,0,0,0,0,0,0,Good
8952078,3800,House,House,"€295,000",for sale,3,142,Installed,0,0,0,221,2,0,0
8952077,3800,House,House,"€295,000",for sale,3,135,Installed,0,0,0,224,2,0,0
8952075,3800,House,House,"€295,000",for sale,3,142,Installed,0,0,0,221,2,0,0
8952065,9300,House,House,"€115,000",for sale,3,125,Not installed,0,0,0,0,0,0,0
8699208,9506,House,House,"€299,000",for sale,3,208,0,0,0,0,Yes,0,0,To be done up
8952051,8310,House,House,"€245,000",for sale,4,154,0,0,0,0,0,0,0,0
8952047,9700,House,House,"€379,000",for sale,3,277,0,0,0,0,Yes,0,0,As new
8952045,9800,House,House,"€324,900",for sale,3,115,0,0,0,0,Yes,3,0,As new
8952039,9190,House,House,"€349,000",for sale,3,140,Installed,0,0,0,496,0,0,As new
8952037,7110,House,House,"€130,000",for sale,4,127,Installed,0,0,0,0,0,0,To be done up
8952035,9160,House,House,"€269,000",for sale,3,0,0,0,0,0,0,0,0,0
8952033,9230,House,House,"€289,000",for sale,3,0,0,0,0,0,0,0,0,0
8952022,8550,House,House,"€278,000",for sale,3,120,Installed,0,0,0,0,3,0,As new
8952021,8530,House,House,"€295,500",for sale,3,150,Installed,0,0,0,Yes,2,0,As new
8952012,8953,House,House,"€240,000",for sale,3,152,0,0,0,0,Yes,0,0,0
8952011,3130,House,House,"€465,000",for sale,6,360,Installed,0,0,0,0,4,0,Good
8952007,9620,House,House,"€505,731",for sale,3,0,0,0,0,0,0,0,0,0
8952002,7110,House,House,"€140,000",for sale,3,100,Installed,0,0,0,0,0,0,0
8942114,6042,House,House,"€79,000",for sale,4,139,Semi equipped,0,0,0,110,0,0,To renovate
8951999,2940,House,House,"€315,000",for sale,3,0,0,0,0,0,0,0,0,0
8951990,8550,House,House,"€210,000",for sale,6,150,Installed,0,0,0,Yes,0,0,As new
8875533,2235,House,House,"€269,000",for sale,3,175,Semi equipped,0,0,0,Yes,0,0,0
8951988,4970,House,House,"€545,000",for sale,6,300,Installed,0,0,0,2199,0,0,0
8951980,7110,House,House,"€140,000",for sale,3,100,Installed,0,0,0,0,0,0,0
8951982,9120,House,House,"€475,000",for sale,4,197,Installed,0,0,22,Yes,3,0,As new
8918749,2860,House,House,"€369,000",for sale,6,250,Installed,0,0,Yes,600,3,0,To renovate
8950652,2640,House,House,"€279,000",for sale,2,147,Installed,0,0,15,140,0,0,To renovate
8951870,1780,House,House,"€449,000",for sale,3,211,Installed,0,0,0,63,2,0,To be done up
8864456,8800,House,House,"€150,000",for sale,3,127,0,0,0,0,0,0,0,0
8951866,4570,House,House,"€159,000",for sale,4,160,Installed,0,0,0,0,3,0,Good
8951865,9100,House,House,"€247,500",for sale,3,0,0,0,0,0,0,0,0,0
