Locality,type of property,price,area,building state,rooms,facades,kitchen type,garden,fireplace,swimming pool
6791,House,200000€,118 m²,To renovate,3,2,Installed,1,0,0
4500,House,148500€,126 m²,Good,2,3,Installed,1,0,0
Not specified,House,315000€,144 m²,Good,3,4,Installed,1,0,0
1030,House,449000€,195 m²,Good,4,2,Installed,1,0,0
4420,House,250000€,175 m²,As new,4,3,Installed,1,0,0
1745,House,389500€,145 m²,Good,3,3,Not specified,1,0,0
4000,House,169000€,290 m²,To be done up,4,2,Not specified,1,0,0
Not specified,House,179000€,149 m²,Not specified,3,3,Not specified,1,0,0
Not specified,House,375200€,Not specified,Not specified,3,3,Not specified,1,0,0
Not specified,House,260500€,140 m²,Not specified,4,2,Not specified,1,0,0
Not specified,House,320000€,128 m²,Good,3,3,Installed,1,0,0
5060,House,179000€,Not specified,Not specified,2,3,Installed,1,0,0
5060,House,165000€,Not specified,Not specified,2,3,Not specified,1,0,0
2660,House,235000€,165 m²,To renovate,3,2,Semi equipped,1,0,0
6020,House,129900€,Not specified,Not specified,3,3,Not specified,1,0,0
Not specified,House,375000€,150 m²,To be done up,4,3,Not installed,1,0,0
Not specified,House,159000€,193 m²,To be done up,5,3,Not installed,1,0,0
9960,House,189000€,Not specified,Good,2,3,Installed,1,0,0
7500,House,130000€,117 m²,To renovate,2,2,Not specified,1,0,0
7940,House,155000€,Not specified,Not specified,3,2,Not specified,1,0,0
7802,House,135000€,Not specified,To be done up,3,4,Not specified,1,0,0
7120,House,130000€,80 m²,Not specified,1,3,Not specified,1,0,0
8640,House,249850€,125 m²,Good,3,3,Installed,1,0,0
Not specified,House,199500€,179 m²,Good,3,3,Installed,1,0,0
8400,House,269000€,Not specified,Good,4,2,Installed,1,0,0
Not specified,House,159000€,Not specified,To renovate,2,3,Not installed,1,0,0
Not specified,House,239000€,115 m²,Not specified,3,2,Not specified,1,0,0
Not specified,House,145000€,Not specified,Good,2,2,Installed,1,0,0
Not specified,House,€,250 m²,Good,3,4,Installed,1,0,0
3201,House,443000€,170 m²,Not specified,2,4,Installed,1,1,0
3001,House,449500€,160 m²,Good,5,3,Not specified,1,0,0
8510,House,230000€,204 m²,Not specified,4,2,Not specified,1,0,0
7000,House,160000€,215 m²,To renovate,6,2,Not installed,1,0,0
3700,House,300000€,118 m²,Good,3,2,Installed,1,0,0
9500,House,298500€,Not specified,As new,3,2,Installed,1,0,0
1500,House,339000€,135 m²,Good,5,2,Installed,1,0,0
Not specified,House,110000€,Not specified,Not specified,4,2,Not specified,1,0,0
Not specified,House,140000€,130 m²,To restore,4,4,Semi equipped,1,0,0
7080,House,79000€,Not specified,Not specified,2,2,Not specified,1,0,0
2800,House,No reserve price,Not specified,Not specified,3,2,Not specified,1,0,0
4000,House,325000€,Not specified,To be done up,8,2,Not specified,1,0,0
4300,House,329000€,220 m²,Good,6,3,Installed,1,0,0
Not specified,House,795000€,285 m²,To be done up,4,2,Not specified,1,0,0
3740,House,339000€,160 m²,As new,3,3,Installed,1,0,0
7500,House,165000€,250 m²,Just renovated,3,2,Not specified,1,0,0
7540,House,150000€,144 m²,Not specified,3,4,Not specified,1,0,0
1840,House,415000€,205 m²,As new,3,2,Hyper equipped,1,1,0
4040,House,155000€,95 m²,As new,2,2,Semi equipped,1,0,0
9300,House,259000€,145 m²,Good,2,3,USA hyper equipped,1,0,0
9300,House,379000€,310 m²,Good,4,2,Installed,1,0,0
Not specified,House,299000€,Not specified,Good,3,3,Installed,1,0,0
1500,House,169000€,90 m²,Good,3,2,Installed,1,0,0
7900,House,100000€,Not specified,To be done up,2,2,Not specified,1,0,0
8510,House,99000€,110 m²,To renovate,3,2,Not installed,1,0,0
9308,House,379000€,310 m²,Good,4,2,Installed,1,0,0
8552,House,Reserve price : 155000€,Not specified,To be done up,4,3,Not specified,1,0,0
3020,House,Reserve price : 205000€,Not specified,Not specified,3,3,Not specified,1,0,0
6001,House,Reserve price : 90000€,134 m²,Not specified,2,3,Installed,1,0,0
1070,House,365000€,100 m²,Not specified,5,2,Not specified,1,0,0
9860,House,439247€,Not specified,As new,3,3,Hyper equipped,1,0,0
8380,House,235000€,229 m²,Good,3,2,Installed,1,0,0
5580,House,160000€,Not specified,Not specified,4,4,Not specified,1,0,0
6041,House,125000€,119 m²,Good,2,2,Not specified,1,0,0
3290,House,188000€,230 m²,Not specified,4,3,Semi equipped,1,0,0
2800,House,573000€,300 m²,Good,5,2,Installed,1,0,0
Not specified,House,99500€,115 m²,Good,2,2,Semi equipped,1,0,0
Not specified,House,580000€,450 m²,Good,4,2,Installed,1,1,0
4520,House,310000€,250 m²,To be done up,4,3,Semi equipped,1,0,0
5030,House,520000€,Not specified,As new,3,4,Hyper equipped,1,0,0
Not specified,House,165000€,130 m²,Not specified,3,4,Not specified,1,0,0
Not specified,House,100000€,82 m²,Good,2,3,Semi equipped,1,0,0
Not specified,House,30000€ + 945€ per month,134 m²,Good,2,3,Installed,1,1,0
Not specified,House,355000€,Not specified,Good,3,2,Hyper equipped,1,1,0
7090,House,119000€,Not specified,To renovate,3,2,Not specified,1,0,0
7090,House,99000€,Not specified,To be done up,3,2,Not specified,1,0,0
4900,House,365000€,139 m²,As new,3,3,Hyper equipped,1,0,0
7190,House,275000€,193 m²,As new,4,3,Hyper equipped,1,0,0
8400,House,450000€,Not specified,Not specified,6,2,Not specified,1,0,0
8690,House,295000€,Not specified,Not specified,3,2,Not specified,1,0,0
7532,House,319000€,205 m²,Not specified,3,4,Not specified,1,0,0
Not specified,House,175000€,160 m²,Good,3,2,Semi equipped,1,1,0
2400,House,349500€,220 m²,As new,3,4,Hyper equipped,1,0,0
Not specified,House,350000€,240 m²,To renovate,4,2,Not specified,1,0,0
8580,House,248000€,216 m²,Good,3,3,Semi equipped,1,0,0
7033,House,135000€,Not specified,To be done up,2,3,Not specified,1,0,0
6041,House,176000€,134 m²,Good,2,3,Installed,1,0,0
Not specified,House,387000€,165 m²,Just renovated,3,3,Installed,1,0,0
Not specified,House,99000€,110 m²,Good,3,2,Semi equipped,1,0,0
9880,House,235000€,120 m²,Good,2,4,Hyper equipped,1,0,0
3500,House,199000€,100 m²,Not specified,3,2,Not specified,1,0,0
9300,House,299000€,142 m²,As new,3,2,Not specified,1,0,0
9300,House,335000€,146 m²,As new,3,3,Not specified,1,0,0
9300,House,295000€,142 m²,As new,3,2,Not specified,1,0,0
9255,House,360000€,144 m²,Just renovated,3,3,Not specified,1,0,0
9220,House,159000€,184 m²,Not specified,4,2,Not specified,1,0,0
1730,House,299000€,145 m²,To be done up,2,3,Not specified,1,0,0
6769,House,127000€,241 m²,To renovate,3,3,Not installed,1,0,0
1750,House,675000€,290 m²,To be done up,4,4,Installed,1,0,0
7387,House,130000€,Not specified,To renovate,15,2,Not specified,1,0,0
7033,House,150000€,110 m²,To be done up,2,3,Not specified,1,0,0
Not specified,House,995000€,825 m²,Good,5,4,USA hyper equipped,1,0,0
Not specified,House,149000€,100 m²,To be done up,2,2,Not installed,1,0,0
6000,House,119000€,110 m²,To renovate,4,3,Hyper equipped,1,0,0
7040,House,115000€,188 m²,To be done up,3,3,Installed,1,0,0
4040,House,185000€,182 m²,To be done up,4,2,Semi equipped,1,0,0
6042,House,120000€,155 m²,To renovate,4,3,Not specified,1,0,0
Not specified,House,315000€,150 m²,As new,4,2,Semi equipped,1,0,0
2870,House,419000€,157 m²,Not specified,4,3,USA hyper equipped,1,0,0
2870,House,379000€,154 m²,Not specified,3,2,USA hyper equipped,1,0,0
2870,House,379000€,153 m²,Not specified,3,2,USA hyper equipped,1,0,0
2870,House,379000€,156 m²,Not specified,3,2,USA hyper equipped,1,0,0
2870,House,419000€,159 m²,Not specified,4,3,USA hyper equipped,1,0,0
Not specified,House,369000€,130 m²,Just renovated,2,2,Installed,1,0,0
3080,House,295000€,114 m²,Not specified,3,2,Semi equipped,1,0,0
Not specified,House,299000€,180 m²,Good,3,2,Installed,1,0,0
1850,House,574000€,175 m²,As new,3,4,Hyper equipped,1,0,0
2400,House,310000€,Not specified,Not specified,3,3,Not specified,1,0,0
2220,House,635000€,347 m²,As new,7,4,Hyper equipped,1,0,0
1840,House,189000€,105 m²,To renovate,2,4,Not specified,1,0,0
3550,House,289000€,Not specified,Not specified,3,4,Not specified,1,0,0
8000,House,258000€,Not specified,Not specified,3,3,Not specified,1,0,0
1190,House,500000€,225 m²,Good,6,3,USA hyper equipped,1,0,0
1180,House,500000€,225 m²,Good,6,3,USA hyper equipped,1,0,0
4180,House,195000€,242 m²,Good,3,3,Semi equipped,1,0,0
3920,House,376000€,205 m²,As new,3,4,USA hyper equipped,1,0,0
Not specified,House,715000€,186 m²,As new,4,2,Installed,1,0,0
2400,House,369000€,215 m²,Good,3,4,USA hyper equipped,1,0,0
Not specified,House,640000€,140 m²,Good,2,2,USA hyper equipped,1,0,0
Not specified,House,250000€,145 m²,Just renovated,3,2,Hyper equipped,1,0,0
4100,House,95000€,65 m²,To renovate,2,2,Not installed,1,0,0
2540,House,498000€,188 m²,Not specified,4,4,USA hyper equipped,1,0,0
Not specified,House,259000€,145 m²,Just renovated,3,3,Not specified,1,0,0
Not specified,House,280000€,200 m²,To be done up,4,3,Installed,1,0,0
2845,House,249000€,127 m²,As new,3,2,USA hyper equipped,1,0,0
9260,House,225000€,100 m²,Not specified,2,2,Hyper equipped,1,0,0
2200,House,255000€,180 m²,Good,3,2,Hyper equipped,1,0,0
4040,House,189000€,200 m²,To be done up,3,3,Semi equipped,1,0,0
4020,House,149000€,135 m²,Good,3,3,Semi equipped,1,0,0
Not specified,House,220000€,80 m²,Not specified,2,4,Not installed,1,0,0
Not specified,House,645000€,265 m²,To renovate,6,2,Not installed,1,0,0
2990,House,173000€,62 m²,Just renovated,1,4,Installed,1,0,0
9950,House,239000€,190 m²,To be done up,4,3,Not specified,1,0,0
3520,House,415000€,292 m²,Not specified,4,3,Not specified,1,0,0
3910,House,239000€,157 m²,Good,4,3,Not specified,1,0,0
3910,House,229900€,156 m²,To be done up,2,4,Not specified,1,0,0
1702,House,497000€,194 m²,Good,3,4,Not specified,1,0,0
1703,House,419000€,174 m²,Good,3,3,Installed,1,0,0
9100,House,299000€,212 m²,Good,6,2,Installed,1,0,0
3391,House,275000€,224 m²,To renovate,4,4,Not specified,1,0,0
8670,House,595000€,Not specified,Not specified,8,4,Installed,1,0,0
3570,House,239000€,Not specified,As new,4,3,Installed,1,0,0
9800,House,299000€,152 m²,To be done up,3,3,Installed,1,0,0
3920,House,198000€,124 m²,To be done up,4,4,Semi equipped,1,0,0
Not specified,House,150000€,110 m²,To renovate,3,3,Not installed,1,0,0
3950,House,259351€,149 m²,Not specified,3,3,Installed,1,0,0
3950,House,271851€,167 m²,Not specified,3,4,Installed,1,0,0
7890,House,245000€,199 m²,As new,4,4,Semi equipped,1,0,0
2840,House,198000€,125 m²,To be done up,3,2,Installed,1,0,0
9000,House,279900€,142 m²,Good,4,2,Installed,1,0,0
9230,House,240000€,220 m²,Good,3,3,Installed,1,0,0
3440,House,280000€,150 m²,As new,4,4,Installed,1,0,0
Not specified,House,135000€,Not specified,To renovate,3,2,Not installed,1,0,0
2800,House,350000€,350 m²,To renovate,5,1,Not installed,1,0,0
5030,House,249000€,Not specified,Good,3,2,Installed,1,1,0
5030,House,150000€,70 m²,To renovate,3,2,Not installed,1,0,0
2322,House,525000€,330 m²,As new,4,4,Hyper equipped,1,1,0
9850,House,419000€,Not specified,As new,3,4,Not specified,1,0,0
9940,House,325000€,Not specified,Not specified,3,4,Semi equipped,1,0,0
6670,House,157000€,161 m²,Good,3,3,Not specified,1,0,0
3010,House,725000€,195 m²,Not specified,3,3,Hyper equipped,1,0,0
9000,House,220000€,137 m²,To be done up,6,2,Semi equipped,1,0,0
9968,House,145000€,120 m²,To renovate,4,3,Semi equipped,1,0,0
Not specified,House,599000€,215 m²,As new,4,4,Hyper equipped,1,0,0
Not specified,House,234000€,178 m²,Not specified,4,2,Not specified,1,0,0
8870,House,289000€,222 m²,Just renovated,4,4,Installed,1,0,0
Not specified,House,817000€,250 m²,Good,4,2,Installed,1,0,0
2610,House,299000€,176 m²,Good,3,2,Semi equipped,1,0,0
0002,House,218000€,105 m²,Good,2,2,Not specified,1,0,0
2500,House,275000€,150 m²,Just renovated,3,2,Installed,1,0,0
5580,House,355000€,141 m²,As new,3,4,Not specified,1,0,0
9300,House,265000€,152 m²,Not specified,3,1,Installed,1,0,0
9550,House,225000€,130 m²,Just renovated,2,2,Installed,1,0,0
8560,House,249000€,147 m²,Good,4,2,Semi equipped,1,0,0
8501,House,215000€,179 m²,Good,3,2,Installed,1,0,0
9520,House,449000€,195 m²,Good,2,4,Installed,1,1,0
5070,House,100000€,Not specified,To be done up,3,2,Not installed,1,0,0
4680,House,230000€,125 m²,To be done up,3,3,Not specified,1,0,0
Not specified,House,365000€,155 m²,Just renovated,4,4,Installed,1,0,0
1745,House,239000€,122 m²,To be done up,3,2,Installed,1,0,0
3581,House,199000€,125 m²,Good,2,3,Installed,1,0,0
8770,House,168000€,Not specified,Good,3,2,Installed,1,0,0
9170,House,289000€,220 m²,To be done up,3,2,Installed,1,0,0
9050,House,387635€,171 m²,Just renovated,3,2,Installed,1,0,0
9800,House,425000€,134 m²,Good,3,4,Installed,1,0,0
8800,House,525000€,295 m²,Good,4,4,Not specified,1,0,0
9870,House,305000€,150 m²,Good,3,3,Installed,1,0,0
9320,House,275000€,250 m²,To be done up,3,3,Installed,1,0,0
9100,House,199000€,122 m²,Good,3,2,Installed,1,0,0
1500,House,595000€,390 m²,Not specified,4,4,Not specified,1,0,0
9600,House,575000€,790 m²,Not specified,11,2,Semi equipped,1,0,0
3680,House,210000€,137 m²,To be done up,3,4,Semi equipped,1,0,0
9600,House,249000€,127 m²,Good,3,2,Hyper equipped,1,0,0
2170,House,349000€,195 m²,Good,3,2,Installed,1,0,0
9880,House,525000€,228 m²,As new,4,4,Installed,1,1,0
Not specified,House,140000€,130 m²,To renovate,2,3,Semi equipped,1,0,0
8970,House,312000€,171 m²,As new,3,3,Installed,1,0,0
8970,House,238000€,150 m²,Good,3,2,Installed,1,0,0
Not specified,House,255000€,263 m²,Not specified,5,3,Installed,1,0,0
Not specified,House,195000€,102 m²,To renovate,2,2,Semi equipped,1,0,0
Not specified,House,770000€,300 m²,As new,4,3,USA hyper equipped,1,0,0
Not specified,House,770000€,300 m²,As new,5,3,USA hyper equipped,1,0,0
9160,House,210000€,100 m²,Good,3,2,Installed,1,0,0
8490,House,270000€,121 m²,Good,3,2,Installed,1,0,0
Not specified,House,135000€,Not specified,Just renovated,2,2,Installed,1,0,0
Not specified,House,269500€,91 m²,Just renovated,2,4,Installed,1,0,0
Not specified,House,100000€,87 m²,To renovate,2,3,Installed,1,0,0
Not specified,House,310000€,380 m²,Good,5,3,Installed,1,0,0
Not specified,House,695000€,240 m²,As new,6,2,Installed,1,0,0
Not specified,House,399000€,240 m²,Good,4,4,Installed,1,1,0
4101,House,169000€,Not specified,As new,3,2,Semi equipped,1,0,0
3350,House,425000€,247 m²,As new,3,4,Hyper equipped,1,0,0
2070,House,153000€,Not specified,Not specified,2,2,Semi equipped,1,0,0
9100,House,240000€,Not specified,Good,2,2,Not specified,1,0,0
9900,House,219000€,165 m²,Good,4,3,Semi equipped,1,0,0
3404,House,175000€,Not specified,To renovate,4,4,Not specified,1,0,0
4690,House,Reserve price : 30000€,Not specified,To renovate,4,4,Not specified,1,0,0
3700,House,Reserve price : 160000€,107 m²,To be done up,2,4,Installed,1,0,0
3300,House,325000€,183 m²,As new,3,2,Installed,1,0,0
6760,House,169000€,70 m²,Good,2,4,Semi equipped,1,0,0
Not specified,House,115000€,160 m²,Good,2,3,Not specified,1,0,0
4100,House,140000€,151 m²,To renovate,3,2,Not specified,1,0,0
Not specified,House,320000€,160 m²,Not specified,3,2,Installed,1,0,0
9920,House,245000€,160 m²,To be done up,2,3,Semi equipped,1,0,0
Not specified,House,390000€,Not specified,Good,4,3,Not specified,1,0,0
Not specified,House,125000€,115 m²,Not specified,2,4,Not specified,1,0,0
Not specified,House,245750€,135 m²,Not specified,3,2,Not specified,1,0,0
Not specified,House,175000€,Not specified,Good,3,2,Installed,1,0,0
Not specified,House,149000€,100 m²,To be done up,2,2,Not installed,1,0,0
3900,House,313983€,175 m²,Not specified,3,3,Hyper equipped,1,0,0
4041,House,179000€,85 m²,Good,2,4,Semi equipped,1,0,0
4432,House,Reserve price : 100000€,119 m²,To be done up,3,3,Installed,1,0,0
Not specified,House,195000€,140 m²,To be done up,4,2,Semi equipped,1,0,0
1400,House,249000€,179 m²,To be done up,3,4,Not specified,1,0,0
6040,House,105000€,109 m²,To renovate,2,3,Not installed,1,0,0
2100,House,245000€,126 m²,Good,2,2,Semi equipped,1,0,0
7850,House,200500€,Not specified,To be done up,4,2,Not specified,1,0,0
2940,House,295000€,Not specified,To renovate,4,3,Installed,1,0,0
9100,House,175000€,Not specified,Not specified,2,3,Not specified,1,0,0
3900,House,319366€,178 m²,Not specified,3,3,Hyper equipped,1,0,0
9700,House,235000€,170 m²,To be done up,3,3,Installed,1,1,0
2300,House,279000€,160 m²,As new,3,2,Hyper equipped,1,0,0
4920,House,Reserve price : 70000€,235 m²,To be done up,4,4,Installed,1,0,0
4420,House,300000€,248 m²,As new,3,2,Installed,1,0,0
7390,House,60000€,115 m²,Not specified,2,2,Not specified,1,0,0
3060,House,Reserve price : 340000€,Not specified,Not specified,4,4,Installed,1,0,0
3560,House,348500€,206 m²,Good,4,2,Installed,1,0,0
Not specified,House,130000€,120 m²,Not specified,1,4,Installed,1,0,0
Not specified,House,495000€,Not specified,As new,4,2,Installed,1,0,0
Not specified,House,170000€,115 m²,Not specified,4,4,Not specified,1,0,0
1160,House,650000€,247 m²,To renovate,4,3,Installed,1,0,0
Not specified,House,99000€,98 m²,Not specified,2,2,Not installed,1,0,0
9830,House,379000€,Not specified,To renovate,2,4,Semi equipped,1,0,0
Not specified,House,415000€,208 m²,Not specified,5,2,Installed,1,1,0
9230,House,149000€,81 m²,To be done up,2,2,Installed,1,0,0
8870,House,249000€,Not specified,Good,4,2,Installed,1,0,0
Not specified,House,100000€ + 1400€ per month,200 m²,As new,3,2,USA hyper equipped,1,0,0
6031,House,30000€,99 m²,To restore,2,3,Not specified,1,0,0
9160,House,185000€,110 m²,Just renovated,2,2,Not specified,1,0,0
4020,House,165000€,129 m²,Not specified,2,2,Installed,1,0,0
4620,House,239000€,169 m²,Not specified,4,3,Installed,1,0,0
9620,House,200000€,120 m²,To renovate,3,2,Installed,1,0,0
Not specified,House,200000€,Not specified,Good,3,3,Installed,1,0,0
8870,House,165000€,118 m²,Good,3,3,Installed,1,0,0
8790,House,445000€,Not specified,Just renovated,4,4,Installed,1,0,0
